Date	Q	M_Debit_x	"	P"	M_Debit_y
1926-08-20	1.4239849926303096	0.15	0.0	0.27
1926-08-21	0.8798606458528743	0.93	12.85	0.58
1926-08-22	1.0789870025458932	0.33	0.5	0.76
1926-08-23	0.9551118853008175	0.98	2.25	0.99
1926-08-24	1.0129974541069275	0.43	15.0	0.21
1926-08-25	0.8868069141096073	0.91	1.0	0.7
1926-08-26	0.7212541873241324	0.23	4.65	0.26
1926-08-27	0.6240064317298674	0.44	0.0	0.53
1926-08-28	0.6483183706284337	0.48	0.0	0.34
1926-08-29	0.8798606458528743	0.34	40.4	0.09
1926-08-30	0.7200964759480103	0.27	0.0	0.52
1926-08-31	0.7791397561302426	0.14	0.0	0.86
1926-09-01	0.5846442449417125	0.25	0.0	0.48
1926-09-02	0.615902452097012	0.56	0.0	0.37
1926-09-03	1.169288489883425	0.13	2.35	0.92
1926-09-04	0.810397963285542	0.0	0.0	0.26
1926-09-05	0.6679994640225111	0.23	0.0	0.8
1926-09-06	0.9690044218142838	0.49	0.0	0.94
1926-09-07	1.1542382419938362	0.39	0.0	0.24
1926-09-08	1.1009835186922148	0.72	3.0	0.56
1926-09-09	1.0338362588771273	0.92	0.0	0.18
1926-09-10	1.0593059091518158	0.93	11.45	0.04
1926-09-11	2.014417794452633	0.71	0.0	0.39
1926-09-12	1.5281790164813078	0.65	25.95	0.97
1926-09-13	2.257537183438296	0.14	3.6	0.06
1926-09-14	3.6352137210237174	0.86	0.0	0.41
1926-09-15	2.5932734825137347	0.41	1.3	0.01
1926-09-16	1.8870695430791908	0.79	0.0	0.79
1926-09-17	1.2734825137344232	0.63	0.0	0.23
1926-09-18	1.0477287953905936	0.74	0.0	0.15
1926-09-19	1.1577113761222029	0.96	4.5	0.62
1926-09-20	1.2850596274956454	0.95	14.2	0.55
1926-09-21	2.2343829559158515	0.82	0.0	0.51
1926-09-22	1.7018357228996384	0.23	0.0	0.05
1926-09-23	1.3660994238241995	0.65	11.85	0.05
1926-09-24	1.4355621063915316	0.9	0.0	0.84
1926-09-25	1.2734825137344232	0.41	0.0	0.65
1926-09-26	1.0998258073160927	0.44	0.0	0.12
1926-09-27	0.9782661128232615	0.18	1.8	0.62
1926-09-28	1.8407610880343026	0.81	4.6	0.95
1926-09-29	2.5006565724239582	0.03	0.0	0.97
1926-09-30	1.6902586091384164	0.87	0.85	0.46
1926-10-01	1.8639153155567467	0.74	0.0	0.48
1926-10-02	1.2734825137344232	0.07	0.0	0.11
1926-10-03	1.3197909687793112	0.69	0.0	0.21
1926-10-04	1.3776765375854214	0.2	0.0	0.04
1926-10-05	1.2850596274956454	0.45	0.0	0.67
1926-10-06	1.1577113761222029	0.0	19.3	0.98
1926-10-07	1.2271740586895352	0.5	0.0	0.39
1926-10-08	2.2228058421546297	0.99	0.65	0.47
1926-10-09	3.172129170574836	0.99	7.0	0.76
1926-10-10	3.241591853142168	0.3	1.65	0.38
1926-10-11	2.0375720219750773	0.7	12.15	0.02
1926-10-12	3.554173924695163	0.43	22.9	0.52
1926-10-13	5.904328018223235	0.01	2.25	0.71
1926-10-14	6.8420742328822195	1.0	0.0	0.34
1926-10-15	4.746616642101031	0.61	5.45	0.56
1926-10-16	5.221278306311135	0.04	0.0	0.99
1926-10-17	3.0563580329626157	0.8	3.45	0.7
1926-10-18	3.2879003081870564	0.67	0.85	0.64
1926-10-19	2.8595470990218415	0.08	0.9	0.33
1926-10-20	2.1764973871097415	0.6	0.0	0.33
1926-10-21	1.8060297467506368	0.73	0.0	1.0
1926-10-22	1.6092188128098621	0.1	0.0	0.5
1926-10-23	1.9333779981240788	0.4	0.0	0.74
1926-10-24	1.921800884362857	0.73	0.0	0.24
1926-10-25	1.5050247889588637	0.25	0.0	0.54
1926-10-26	1.3545223100629775	0.78	0.0	0.65
1926-10-27	2.1417660458260754	0.57	0.0	0.77
1926-10-28	2.5238107999464026	0.55	0.0	0.87
1926-10-29	1.991263566930189	0.56	0.0	0.91
1926-10-30	1.59764169904864	0.92	0.0	0.09
1926-10-31	1.4702934476751979	0.86	0.0	0.26
1926-11-01	1.3660994238241995	0.6	0.0	0.46
1926-11-02	1.2271740586895352	0.88	0.0	0.62
1926-11-03	1.2271740586895352	0.72	0.0	0.11
1926-11-04	1.0824601366742597	0.41	0.0	0.17
1926-11-05	1.0477287953905936	0.96	0.0	0.63
1926-11-06	1.59764169904864	0.52	45.5	0.4
1926-11-07	2.1533431595872976	0.82	0.0	0.84
1926-11-08	1.4702934476751979	0.87	0.0	0.42
1926-11-09	1.2734825137344232	0.54	1.9	0.15
1926-11-10	3.6236366072624953	0.59	5.05	0.99
1926-11-11	3.3457858769931668	0.18	1.7	0.67
1926-11-12	2.9405868953503957	0.43	0.0	0.5
1926-11-13	3.13739782929117	0.66	0.0	0.29
1926-11-14	2.0491491357362994	0.39	0.0	0.97
1926-11-15	1.6092188128098621	0.81	0.0	0.25
1926-11-16	1.4587163339139757	0.88	0.0	0.34
1926-11-17	1.3197909687793112	0.66	3.05	1.0
1926-11-18	1.2734825137344232	0.37	0.0	0.8
1926-11-19	1.1171914779579257	0.3	0.0	0.36
1926-11-20	1.0477287953905936	0.71	0.0	0.33
1926-11-21	0.9724775559426505	0.34	0.0	0.28
1926-11-22	0.9446924829157175	0.14	0.0	0.27
1926-11-23	0.8798606458528743	0.98	0.0	0.86
1926-11-24	0.8798606458528743	0.94	0.0	0.29
1926-11-25	0.8474447273214526	0.63	0.0	0.45
1926-11-26	0.815028808790031	0.8	0.0	0.87
1926-11-27	0.7837706016347314	0.79	0.0	0.64
1926-11-28	0.8127133860377865	0.49	0.0	0.4
1926-11-29	0.7687203537451428	0.75	0.0	0.49
1926-11-30	0.7096770735629103	0.19	0.0	0.9
1926-12-01	0.701573093930055	0.17	0.0	0.29
1926-12-02	0.7154656304435214	0.71	0.0	0.52
1926-12-03	0.695784537049444	0.15	0.0	0.11
1926-12-04	0.6413721023717004	0.05	0.0	0.53
1926-12-05	0.615902452097012	0.45	0.0	0.48
1926-12-06	0.6031676269596677	0.04	0.5	0.44
1926-12-07	0.5719094198043682	0.38	0.0	0.84
1926-12-08	0.5394935012729466	0.66	0.0	0.73
1926-12-09	0.5394935012729466	0.35	0.0	0.43
1926-12-10	0.5394935012729466	0.12	0.0	0.15
1926-12-11	0.5128661396221359	0.37	0.0	0.38
1926-12-12	0.4920273348519363	0.64	0.0	0.35
1926-12-13	0.4804502210907142	0.5	0.0	0.39
1926-12-14	0.4688731073294922	0.94	0.0	0.9
1926-12-15	0.4584537049443924	0.08	0.0	0.45
1926-12-16	0.44803430255929255	0.67	0.0	0.52
1926-12-17	0.4376149001741927	0.42	0.0	0.41
1926-12-18	0.4376149001741927	0.89	0.0	0.35
1926-12-19	0.4376149001741927	0.04	0.0	0.14
1926-12-20	0.4376149001741927	0.07	0.0	0.88
1926-12-21	0.4376149001741927	0.07	0.0	0.93
1926-12-22	0.4376149001741927	0.83	0.0	0.81
1926-12-23	0.4376149001741927	0.17	0.0	0.58
1926-12-24	0.4271954977890929	0.43	0.0	0.0
1926-12-25	0.4271954977890929	0.01	0.0	0.3
1926-12-26	0.4271954977890929	0.82	0.0	0.86
1926-12-27	0.4271954977890929	0.55	0.0	0.16
1926-12-28	0.4271954977890929	0.95	0.0	0.04
1926-12-29	0.4271954977890929	0.13	0.0	0.0
1926-12-30	0.4271954977890929	0.71	0.0	0.66
1926-12-31	0.4271954977890929	0.99	0.0	0.37
1927-01-01	0.416776095403993	0.64	0.0	0.27
1927-01-02	0.416776095403993	0.6	0.0	0.1
1927-01-03	0.416776095403993	0.92	0.0	0.93
1927-01-04	0.416776095403993	0.57	0.0	0.41
1927-01-05	0.416776095403993	0.36	0.0	0.86
1927-01-06	0.416776095403993	0.86	0.0	0.98
1927-01-07	0.416776095403993	0.24	0.0	0.53
1927-01-08	0.416776095403993	0.08	0.0	0.93
1927-01-09	0.416776095403993	0.45	0.0	0.14
1927-01-10	0.4271954977890929	0.67	11.2	0.79
1927-01-11	0.4156183840278709	0.94	0.0	0.16
1927-01-12	0.4075144043950155	0.98	0.0	0.63
1927-01-13	0.8312367680557418	0.3	0.0	0.22
1927-01-14	0.7884014471392202	0.75	0.0	0.74
1927-01-15	0.4804502210907142	0.74	9.4	0.44
1927-01-16	0.4584537049443924	0.78	0.0	0.09
1927-01-17	0.4688731073294922	0.6	0.0	0.38
1927-01-18	0.4804502210907142	0.55	0.0	0.86
1927-01-19	0.36120594935012734	0.9	0.0	0.65
1927-01-20	0.33342087632319445	0.0	0.0	0.02
1927-01-21	0.3160552056813614	0.57	0.0	0.56
1927-01-22	0.2998472464156506	0.68	0.0	0.35
1927-01-23	0.29174326678279516	0.12	0.0	0.44
1927-01-24	0.28363928714993975	0.84	0.0	0.91
1927-01-25	0.28363928714993975	0.12	0.0	0.42
1927-01-26	0.27669301889320647	0.61	0.0	0.87
1927-01-27	0.27669301889320647	0.8	0.0	0.46
1927-01-28	0.2697467506364733	0.22	0.0	0.91
1927-01-29	0.2697467506364733	0.59	0.0	0.61
1927-01-30	0.2628004823797401	0.03	0.0	0.7
1927-01-31	0.25585421412300685	0.01	0.0	0.18
1927-02-01	0.25585421412300685	0.69	0.0	0.19
1927-02-02	0.25585421412300685	0.38	0.0	0.47
1927-02-05	0.2419616776095404	0.81	0.0	0.96
1927-02-06	0.2419616776095404	0.48	0.0	0.82
1927-02-07	0.23501540935280718	0.93	0.0	0.67
1927-02-08	0.23501540935280718	0.15	0.0	0.11
1927-02-09	0.22806914109607399	0.74	0.0	0.29
1927-02-10	0.22806914109607399	0.7	0.0	0.23
1927-02-11	0.22806914109607399	0.66	0.0	0.72
1927-02-12	0.2211228728393408	0.61	0.0	0.75
1927-02-13	0.2211228728393408	0.37	0.0	0.51
1927-02-14	0.21417660458260754	0.91	0.0	0.09
1927-02-15	0.21417660458260754	0.4	0.0	0.05
1927-02-16	0.21417660458260754	0.98	0.0	0.56
1927-02-17	0.2083880477019965	0.02	0.0	0.12
1927-02-18	0.2083880477019965	0.08	0.0	0.92
1927-02-19	0.2025994908213855	0.94	0.0	0.58
1927-02-20	0.2025994908213855	0.81	0.0	0.99
1927-02-21	0.2025994908213855	0.28	0.0	0.95
1927-02-22	0.2025994908213855	0.18	0.0	0.13
1927-02-23	0.1968109339407745	0.63	0.0	0.82
1927-02-24	0.19102237706016348	0.09	0.0	0.55
1927-02-25	0.19102237706016348	0.2	0.0	0.99
1927-02-26	0.19102237706016348	0.23	0.0	0.74
1927-02-27	0.22806914109607399	0.61	0.0	0.91
1927-02-28	0.2083880477019965	0.98	0.0	0.84
1927-03-01	0.19102237706016348	1.0	0.0	0.43
1927-03-02	0.1968109339407745	0.67	0.0	0.66
1927-03-05	0.17944526329894145	0.53	0.0	0.62
1927-03-06	0.17944526329894145	0.89	0.0	0.82
1927-03-07	0.17944526329894145	0.27	0.0	0.65
1927-03-08	0.17944526329894145	0.67	0.0	0.02
1927-03-09	0.17944526329894145	0.09	0.0	0.6
1927-03-10	0.17365670641833042	0.47	0.0	0.69
1927-03-11	0.17365670641833042	0.82	0.0	0.28
1927-03-13	0.16786814953771945	0.76	0.0	0.67
1927-03-14	0.16786814953771945	0.68	0.0	0.6
1927-03-15	0.16786814953771945	0.37	0.0	0.27
1927-03-17	0.18060297467506367	0.95	4.0	0.46
1927-03-18	0.1968109339407745	0.62	0.0	0.56
1927-03-19	0.1968109339407745	0.84	0.0	0.79
1927-03-22	0.33110545357095006	0.14	9.7	0.35
1927-03-23	0.6818920005359775	0.18	0.0	0.7
1927-03-24	0.2419616776095404	1.0	5.7	0.59
1927-03-25	0.2083880477019965	0.09	2.0	0.08
1927-03-26	0.1968109339407745	0.17	0.0	0.36
1927-03-27	0.19102237706016348	0.36	0.0	0.43
1927-03-28	0.21417660458260754	1.0	0.0	0.82
1927-03-29	0.2628004823797401	0.55	0.0	0.99
1927-03-30	0.1968109339407745	0.21	0.0	0.76
1927-03-31	0.18523382017955248	0.83	0.0	0.66
1927-04-01	0.17944526329894145	0.83	0.0	0.66
1927-04-02	0.2083880477019965	0.05	0.0	0.1
1927-04-03	0.2025994908213855	0.42	0.0	0.06
1927-04-04	0.16207959265710842	0.64	0.0	0.42
1927-04-05	0.16207959265710842	0.71	0.0	0.65
1927-04-06	0.1562910357764974	0.85	0.0	0.31
1927-04-07	0.1562910357764974	0.18	0.0	0.99
1927-04-08	0.1505024788958864	0.37	0.0	0.75
1927-04-09	0.14471392201527536	0.28	0.0	0.61
1927-04-10	0.14471392201527536	0.12	0.0	0.03
1927-04-11	0.153975613024253	0.2	0.0	0.56
1927-04-12	0.14471392201527536	0.14	0.0	1.0
1927-04-13	0.14471392201527536	0.59	0.0	0.48
1927-04-14	0.1505024788958864	0.47	0.0	0.61
1927-04-15	0.45034972531153694	0.93	0.0	0.23
1927-04-16	0.45729599356827016	0.84	0.0	0.11
1927-04-17	0.41909151815623746	0.87	0.0	0.49
1927-04-18	0.3519442583411497	0.06	0.0	0.73
1927-04-19	0.33342087632319445	0.89	0.0	0.68
1927-04-20	0.3160552056813614	0.6	0.0	0.8
1927-04-21	0.2697467506364733	0.43	0.0	0.91
1927-04-22	0.2419616776095404	0.55	0.0	0.14
1927-04-23	0.22806914109607399	0.14	1.25	0.13
1927-04-24	0.22806914109607399	0.09	0.0	0.2
1927-04-25	0.2257537183438296	0.76	0.0	0.42
1927-04-26	0.23501540935280718	0.55	0.0	0.78
1927-04-27	0.22459600696770737	0.5	1.9	0.5
1927-04-28	0.3357362990754389	0.98	25.75	0.07
1927-04-29	0.3091089374246282	0.92	18.5	0.78
1927-04-30	0.49781589173254726	0.31	0.0	0.96
1927-05-01	0.3982527133860378	0.78	27.9	0.84
1927-05-02	0.7247273214524991	0.22	16.0	0.74
1927-05-03	0.7293581669569879	0.56	1.0	0.88
1927-05-04	0.5545437491625352	0.79	0.5	0.38
1927-05-05	0.405198981642771	0.27	2.0	0.33
1927-05-06	0.41793380678011527	0.41	0.0	0.63
1927-05-07	0.307951226048506	0.49	1.0	0.68
1927-05-08	0.8636526865871633	0.88	1.0	0.58
1927-05-09	0.9921586493367279	0.56	0.0	0.76
1927-05-10	0.5394935012729466	0.06	0.0	0.68
1927-05-11	0.5950636473268123	0.02	44.5	0.36
1927-05-12	2.3964625485729605	0.74	25.25	0.94
1927-05-13	2.2343829559158515	0.03	2.0	0.18
1927-05-14	1.1171914779579257	0.45	0.0	0.48
1927-05-15	1.0824601366742597	0.71	0.0	0.7
1927-05-16	1.3197909687793112	0.27	0.0	0.81
1927-05-17	1.3892536513466434	0.99	8.9	0.64
1927-05-18	1.153080530617714	0.78	0.0	0.89
1927-05-19	1.2387511724507572	0.27	0.0	0.79
1927-05-20	1.2850596274956454	0.81	0.0	0.03
1927-05-21	0.9782661128232615	0.43	0.0	0.0
1927-05-22	0.7536701058555542	0.04	0.0	0.39
1927-05-23	0.615902452097012	0.99	0.0	0.11
1927-05-24	0.5776979766849794	0.88	0.0	0.87
1927-05-25	0.5394935012729466	0.47	30.95	0.57
1927-05-26	4.955004689803029	0.98	0.0	0.59
1927-05-27	5.499129036580464	0.26	16.5	0.81
1927-05-28	2.408039662334182	0.75	54.4	0.7
1927-05-29	2.9868953503952835	0.61	0.0	0.95
1927-05-30	3.982527133860378	0.08	4.0	0.94
1927-05-31	3.843601768725714	0.86	0.0	0.72
1927-06-01	1.910223770601635	0.78	1.0	0.78
1927-06-02	1.7597212917057485	0.85	0.0	0.16
1927-06-03	1.7134128366608603	0.03	0.0	0.86
1927-06-04	1.2271740586895352	0.19	0.0	0.3
1927-06-05	2.8132386439769532	0.7	13.3	0.48
1927-06-06	1.8523382017955246	0.43	5.65	0.91
1927-06-07	3.6930992898298274	0.33	0.0	0.3
1927-06-08	2.1301889320648533	0.14	0.0	0.72
1927-06-09	2.0723033632587433	0.92	0.0	0.02
1927-06-10	1.7597212917057485	0.8	0.0	0.51
1927-06-11	2.0723033632587433	0.11	1.0	0.8
1927-06-12	2.014417794452633	0.11	0.0	0.94
1927-06-13	1.4587163339139757	0.62	37.7	0.35
1927-06-14	2.1301889320648533	0.12	0.0	0.2
1927-06-15	1.562910357764974	0.53	0.0	0.25
1927-06-16	1.3197909687793112	0.15	0.0	0.03
1927-06-17	1.0824601366742597	0.34	0.0	0.2
1927-06-18	1.9681093394077451	0.67	1.5	0.36
1927-06-19	1.0824601366742597	0.65	0.0	0.6
1927-06-20	1.8060297467506368	0.61	11.0	0.09
1927-06-21	3.6930992898298274	0.02	32.05	0.07
1927-06-22	1.7134128366608603	0.86	0.0	0.04
1927-06-23	1.562910357764974	0.27	0.0	0.05
1927-06-24	1.2271740586895352	0.77	5.0	0.15
1927-06-25	1.2271740586895352	0.79	0.0	0.38
1927-06-26	1.153080530617714	0.78	0.0	0.93
1927-06-27	1.0477287953905936	0.55	12.85	0.22
1927-06-28	1.0303631247487606	0.91	2.55	0.92
1927-06-29	1.910223770601635	0.32	5.6	0.39
1927-06-30	1.5050247889588637	0.04	5.0	0.49
1927-07-01	5.684362856760016	0.97	0.0	0.74
1927-07-02	2.5238107999464026	0.51	34.85	0.34
1927-07-03	1.6555272678547501	0.22	0.0	0.07
1927-07-04	1.7597212917057485	0.01	0.0	0.81
1927-07-05	1.3197909687793112	0.3	0.0	0.92
1927-07-06	1.3197909687793112	0.32	0.0	0.92
1927-07-07	1.6092188128098621	0.65	19.15	0.74
1927-07-08	1.2734825137344232	0.74	0.0	0.48
1927-07-09	3.0563580329626157	0.94	0.0	0.31
1927-07-10	1.3660994238241995	0.78	0.0	0.9
1927-07-11	1.0998258073160927	0.19	1.35	0.68
1927-07-12	0.9817392469516281	0.57	0.0	0.5
1927-07-13	0.9493233284202064	0.41	0.0	0.86
1927-07-14	1.204019831167091	0.83	0.0	0.42
1927-07-15	1.0650944660324266	0.45	0.0	0.29
1927-07-16	1.0824601366742597	0.25	0.0	0.65
1927-07-17	1.1114029210773149	0.2	0.0	0.11
1927-07-18	1.0442556612622271	0.16	0.0	0.82
1927-07-19	0.7386198579659654	0.17	0.0	0.88
1927-07-20	0.6413721023717004	0.98	0.0	0.64
1927-07-21	0.6460029478761892	0.99	0.6	0.39
1927-07-22	1.1160337665818036	0.31	0.0	1.0
1927-07-23	0.7837706016347314	0.15	0.0	0.1
1927-07-24	0.7235696100763768	0.54	0.0	0.84
1927-07-25	0.695784537049444	0.22	0.0	0.93
1927-07-26	0.627479565858234	0.54	0.0	0.4
1927-07-27	0.5915905131984457	0.36	1.1	0.49
1927-07-28	0.7096770735629103	0.51	22.7	0.89
1927-07-29	1.0928795390593595	0.15	6.35	0.27
1927-07-30	1.586064585287418	0.0	0.0	0.06
1927-07-31	1.0072088972263165	0.63	0.0	0.5
1927-08-01	0.7386198579659654	0.83	0.0	0.43
1927-08-02	0.695784537049444	0.51	0.0	0.36
1927-08-03	0.6436875251239448	0.39	0.0	0.68
1927-08-04	0.7571432399839209	0.64	13.9	0.06
1927-08-05	0.6413721023717004	0.55	0.0	0.46
1927-08-06	0.7096770735629103	0.12	0.0	0.03
1927-08-07	0.6923114029210774	0.16	0.0	0.36
1927-08-08	0.7953477153959534	0.51	0.0	0.64
1927-08-09	0.6980999598016884	0.31	0.0	0.32
1927-08-10	0.7884014471392202	0.81	0.0	0.99
1927-08-11	0.775666622001876	0.66	14.8	0.43
1927-08-12	1.8523382017955246	0.57	7.35	0.19
1927-08-13	2.2112287283934076	0.09	0.0	0.32
1927-08-14	1.4471392201527535	0.72	0.0	0.9
1927-08-15	1.3429451963017556	0.01	0.0	0.96
1927-08-16	1.2271740586895352	0.65	0.0	0.98
1927-08-17	1.2734825137344232	0.3	0.7	0.41
1927-08-18	2.095457590781187	0.59	3.9	0.93
1927-08-19	2.002840680691411	0.47	0.0	0.55
1927-08-20	1.5050247889588637	0.78	0.0	0.9
1927-08-21	1.2734825137344232	0.01	0.0	0.78
1927-08-22	1.180865603644647	0.88	0.0	0.24
1927-08-23	1.2734825137344232	0.28	0.0	0.16
1927-08-24	1.3197909687793112	0.82	0.0	0.35
1927-08-25	2.1301889320648533	0.54	0.0	0.24
1927-08-26	1.4587163339139757	0.51	0.0	0.24
1927-08-27	1.180865603644647	0.59	25.2	0.76
1927-08-28	1.2271740586895352	0.97	0.0	0.25
1927-08-29	1.3197909687793112	0.39	0.0	0.81
1927-08-30	1.9681093394077451	0.49	0.0	0.23
1927-08-31	2.0723033632587433	0.07	7.0	0.31
1927-09-01	2.1764973871097415	0.76	14.5	0.85
1927-09-02	2.014417794452633	0.94	4.23333333333333	0.72
1927-09-03	1.6555272678547501	0.34	0.0	0.08
1927-09-04	1.4124078788690877	0.69	0.0	0.25
1927-09-05	1.4471392201527535	0.72	0.0	0.04
1927-09-06	2.5816963687525125	0.18	4.9	0.09
1927-09-07	3.0679351467238374	0.96	0.0	0.2
1927-09-08	2.9174326678279514	0.33	6.03333333333333	0.11
1927-09-09	2.9521640091116175	0.9	11.3333333333333	0.08
1927-09-10	2.9868953503952835	0.43	21.7666666666667	0.68
1927-09-11	3.0216266916789496	0.46	5.13333333333333	0.51
1927-09-12	3.0563580329626157	0.27	4.93333333333333	0.99
1927-09-13	2.5238107999464026	0.72	0.0	0.17
1927-09-14	2.3154227522444057	0.82	0.0	0.89
1927-09-15	2.8248157577381754	0.17	2.33333333333333	0.5
1927-09-16	2.1764973871097415	0.95	10.0666666666667	0.38
1927-09-17	2.697467506364733	0.02	17.6666666666667	0.6
1927-09-18	2.9868953503952835	0.22	0.0	0.56
1927-09-19	2.292268524721962	0.05	0.0	0.65
1927-09-20	2.350154093528072	0.7	0.0	0.4
1927-09-21	3.2879003081870564	0.06	0.0	0.45
1927-09-22	3.0563580329626157	0.23	7.73333333333333	0.28
1927-09-23	3.0563580329626157	0.83	25.5	0.68
1927-09-24	3.4615570146053867	0.11	29.2	0.28
1927-09-25	3.9362186788154903	0.77	11.45	0.21
1927-09-26	3.334208763231944	0.91	0.0	0.23
1927-09-27	4.607691276966368	0.08	0.0	0.45
1927-09-28	3.982527133860378	0.7	19.2	0.8
1927-09-29	2.929009781589173	0.74	5.13333333333333	0.25
1927-09-30	2.5816963687525125	0.88	0.0	0.18
1927-10-01	2.257537183438296	0.33	0.0	0.65
1927-10-02	2.1417660458260754	0.56	0.0	0.09
1927-10-03	1.6555272678547501	0.59	1.56666666666667	0.52
1927-10-04	6.483183706284336	0.53	1.6	0.77
1927-10-05	2.025994908213855	0.04	0.0	0.87
1927-10-06	1.6092188128098621	0.68	0.0	0.59
1927-10-07	1.8060297467506368	0.91	0.0	0.4
1927-10-08	1.8060297467506368	0.19	38.8666666666667	0.16
1927-10-09	1.3371566394211445	0.39	1.8	0.4
1927-10-10	4.862387779713252	0.58	0.0	0.57
1927-10-11	3.172129170574836	0.53	12.4333333333333	0.6
1927-10-12	2.871124212783063	0.06	0.0	0.76
1927-10-13	3.172129170574836	0.66	0.0	0.48
1927-10-14	3.07951226048506	0.67	0.0	0.83
1927-10-15	2.257537183438296	0.95	0.0	0.52
1927-10-16	1.8523382017955246	0.75	3.4	0.8
1927-10-17	1.6555272678547501	0.74	0.0	0.55
1927-10-18	1.562910357764974	0.09	0.0	0.99
1927-10-19	1.3776765375854214	0.75	0.0	1.0
1927-10-20	1.2966367412568673	0.32	15.6666666666667	0.68
1927-10-21	1.3776765375854214	0.35	2.06666666666667	0.09
1927-10-22	1.7597212917057485	0.31	0.0	0.04
1927-10-23	1.4239849926303096	0.15	0.0	0.56
1927-10-24	1.6092188128098621	0.7	0.0	0.17
1927-10-25	1.5166019027200859	0.91	0.0	0.07
1927-10-26	1.215596944928313	0.12	19.3	0.16
1927-10-27	1.3776765375854214	0.82	0.833333333333333	0.64
1927-10-28	1.3371566394211445	0.17	0.6	0.96
1927-10-29	1.0998258073160927	0.77	7.33333333333333	0.47
1927-10-30	1.3371566394211445	0.47	7.66666666666667	0.18
1927-10-31	1.2966367412568673	0.95	2.9	0.33
1927-11-01	1.134557148599759	0.63	0.0	1.0
1927-11-02	0.9609004421814284	0.66	0.0	0.47
1927-11-03	0.8624949752110411	0.86	0.0	0.17
1927-11-04	0.8046094064049311	0.2	0.0	0.12
1927-11-05	0.775666622001876	0.69	0.0	0.56
1927-11-06	0.7525123944794319	0.77	0.0	0.81
1927-11-07	0.7177810531957658	0.46	0.0	0.01
1927-11-08	0.6946268256733217	0.0	0.0	0.33
1927-11-09	0.6714725981508778	0.31	0.0	0.33
1927-11-10	0.6714725981508778	0.94	0.0	0.08
1927-11-11	0.7525123944794319	0.15	0.0	0.67
1927-11-12	0.6830497119120997	0.01	0.0	0.89
1927-11-13	0.6251641431059896	0.08	0.0	0.11
1927-11-14	0.6135870293447676	0.7	0.0	0.47
1927-11-15	0.7351467238375989	0.29	0.0	0.6
1927-11-16	0.8914377596140962	0.84	0.0	0.2
1927-11-17	0.833552190807986	0.6	0.0	0.59
1927-11-18	0.6830497119120997	0.2	0.0	0.87
1927-11-19	0.6251641431059896	0.66	0.0	0.45
1927-11-20	0.6251641431059896	0.85	9.0	0.66
1927-11-21	0.6946268256733217	0.61	22.9	0.22
1927-11-22	1.3776765375854214	0.26	4.2	0.13
1927-11-23	1.9681093394077451	0.55	3.4	0.01
1927-11-24	1.5166019027200859	0.89	2.7	1.0
1927-11-25	1.215596944928313	0.89	0.0	0.95
1927-11-26	1.4239849926303096	0.6	0.0	0.51
1927-11-27	1.0998258073160927	0.65	0.0	0.56
1927-11-28	0.8624949752110411	0.84	0.0	0.56
1927-11-29	0.775666622001876	0.76	0.0	0.17
1927-11-30	0.6830497119120997	0.61	0.0	0.5
1927-12-01	0.6483183706284337	0.4	0.0	0.46
1927-12-02	0.6251641431059896	0.85	0.0	0.12
1927-12-03	0.6251641431059896	0.36	0.0	0.82
1927-12-04	0.5904328018223235	0.64	0.0	0.19
1927-12-05	0.5557014605386574	0.84	0.0	0.5
1927-12-06	0.5441243467774354	0.18	0.0	0.43
1927-12-07	0.5093930054937693	0.5	0.0	0.46
1927-12-08	0.5093930054937693	0.47	0.0	0.32
1927-12-09	0.48623877797132525	0.2	0.0	0.64
1927-12-10	0.48623877797132525	0.1	0.0	0.22
1927-12-11	0.6946268256733217	0.77	0.0	0.28
1927-12-12	0.6135870293447676	0.77	0.0	0.79
1927-12-13	0.5441243467774354	0.34	0.0	0.2
1927-12-14	0.6135870293447676	0.49	0.0	0.94
1927-12-15	0.6020099155835456	0.85	0.0	0.34
1927-12-16	0.5093930054937693	0.29	0.0	0.12
1927-12-17	0.47697708696234764	0.93	0.0	0.27
1927-12-18	0.44687659118317036	0.34	0.0	0.41
1927-12-19	0.44687659118317036	0.66	0.0	0.8
1927-12-20	0.4283532091652151	0.99	0.0	0.16
1927-12-21	0.41909151815623746	0.39	0.0	0.98
1927-12-22	0.4098298271472598	0.57	0.0	0.47
1927-12-23	0.4098298271472598	0.53	0.0	0.75
1927-12-24	0.40056813613828224	0.77	0.0	0.36
1927-12-25	0.40056813613828224	0.58	2.4	0.4
1927-12-26	0.40056813613828224	0.88	0.0	0.31
1927-12-27	0.40056813613828224	0.07	0.0	0.05
1927-12-28	0.40056813613828224	0.43	0.0	0.74
1927-12-29	0.5441243467774354	0.69	0.0	0.97
1927-12-30	0.6020099155835456	0.77	0.0	0.73
1927-12-31	0.46539997320112564	0.56	0.0	0.98
1928-01-01	0.4283532091652151	0.96	0.0	0.48
1928-01-02	0.4098298271472598	0.37	0.0	0.98
1928-01-03	0.39130644512930457	0.9	0.0	0.88
1928-01-04	0.39130644512930457	0.44	0.0	0.01
1928-01-05	0.3542596810933941	0.02	0.0	0.69
1928-01-06	0.3542596810933941	0.08	0.0	0.56
1928-01-07	0.3542596810933941	0.15	0.0	0.25
1928-01-08	0.36352137210237173	0.36	0.0	0.13
